Output_BisectDescription_HK1v8p_1


The bisect description for HK 1v 8p with initial box
[[0.125, 0.375], [100.0, 125.0], [75.0, 100.0], [12.5, 37.5], [150.0, 200.0], [1.25, 3.75], [0.0, 5.0], [0.0, 5.0]]
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0058131715146645
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0236590765072449
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0311073887536566
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0173193195530654
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 0.9996986676602535
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0297066608723529
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 0.9974944737742746
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.0183237061184016
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [1.25, 2.5], [2.5, 5.0], [0.0, 2.5]]    Ians = 1.008551137651996
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0207927250403783
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0050292948294106
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 0.9807525146253068
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0084479601550707
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 0.9966716336292505
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [2.5, 5.0]]    Ians = 2.9568224129283514
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 0.9997102240705704
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [0.0, 2.5]]    Ians = 1.0260673451903417
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 0.973526179148817
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0065759864681525
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 0.9791351351385779
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0128965936309011
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0335334132201925
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0029514303316482
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [2.5, 5.0]]    Ians = 2.968874736355386
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0008436270356995
[[0.125, 0.25], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [2.5, 5.0]]    Ians = 2.9848877471585396
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0306298515117633
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0059536020237145
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0080141117604742
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 0.9984286480237309
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [2.5, 5.0]]    Ians = 2.9547728551777817
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.000317735900864
[[0.125, 0.25], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [2.5, 5.0]]    Ians = 2.969835655038946
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.008596151577845
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0115905517141561
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 0.9992326227378407
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [2.5, 5.0]]    Ians = 2.9617610422147242
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0455398626525692
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0025454375716274
[[0.125, 0.25], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [2.5, 5.0]]    Ians = 2.9913349229662964
[[0.25, 0.375], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0272277002317274
[[0.25, 0.375], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0431826454270652
[[0.25, 0.375], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0019852387857304
[[0.25, 0.375], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0023638028141488
[[0.25, 0.375], [100.0, 112.5], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [0.0, 2.5]]    Ians = 1.0490140876966143
[[0.25, 0.375], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0055965950452295
[[0.25, 0.375], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0437824807677283
[[0.25, 0.375], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.006974311557246
[[0.25, 0.375], [100.0, 112.5], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0476050231280807
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0314661186688614
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.045656743404323
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.003346570669665
[[0.25, 0.375], [112.5, 125.0], [75.0, 87.5], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.003847620121674
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [0.0, 2.5]]    Ians = 1.047408335187983
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [0.0, 2.5]]    Ians = 1.0453678801839794
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [0.0, 2.5]]    Ians = 1.0094981963352025
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0263637845418971
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.0049249614404492
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.0215918078677182
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [2.5, 5.0]]    Ians = 1.007653521966707
[[0.25, 0.375], [112.5, 125.0], [87.5, 100.0], [25.0, 37.5], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [0.0, 2.5]]    Ians = 1.03431082412341
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [0.0, 1.25]]    Ians = 1.1733562341110058
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [1.25, 2.5]]    Ians = 1.8064576828000656
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [0.0, 1.25]]    Ians = 0.9944682752059726
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [1.25, 2.5]]    Ians = 1.8433998587581288
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [2.5, 3.75]]    Ians = 1.3250563439411216
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [3.75, 5.0]]    Ians = 1.060001745068949
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [2.5, 3.75]]    Ians = 2.8302432818945435
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [3.75, 5.0]]    Ians = 2.430288880979976
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [0.0, 1.25]]    Ians = 0.9896241746795441
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [1.25, 2.5]]    Ians = 1.2127404563459108
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [2.5, 3.75]]    Ians = 2.520633673649017
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [2.5, 3.75], [3.75, 5.0]]    Ians = 2.9803481900833133
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [2.5, 3.75]]    Ians = 1.9134682739467708
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [1.25, 2.5], [3.75, 5.0], [3.75, 5.0]]    Ians = 2.86254846108009
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [0.0, 1.25]]    Ians = 1.2372794038664163
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [0.0, 1.25], [1.25, 2.5]]    Ians = 1.3338548265599932
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [1.25, 2.5], [0.0, 1.25]]    Ians = 1.035296102732724
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [1.25, 2.5], [1.25, 2.5]]    Ians = 2.4766773857567452
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [1.25, 2.5], [2.5, 3.75]]    Ians = 2.0477543555285074
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [1.25, 2.5], [3.75, 5.0]]    Ians = 1.2346151150293379
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [2.5, 3.75], [0.0, 1.25]]    Ians = 0.974724546143447
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [2.5, 3.75], [1.25, 2.5]]    Ians = 1.845140958352869
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [0.0, 1.25]]    Ians = 1.020695241708332
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [1.25, 2.5]]    Ians = 1.3559826284974252
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [2.5, 3.75], [2.5, 3.75]]    Ians = 2.963115290714667
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [2.5, 3.75], [3.75, 5.0]]    Ians = 2.5822159982585986
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [2.5, 3.75]]    Ians = 2.823512696439863
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [150.0, 175.0], [2.5, 3.75], [3.75, 5.0], [3.75, 5.0]]    Ians = 3.0121941351167734
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [0.0, 1.25], [0.0, 1.25]]    Ians = 1.1874231422674109
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [0.0, 1.25], [1.25, 2.5]]    Ians = 1.8661171540643906
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [0.0, 1.25]]    Ians = 1.0140429993643867
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [1.25, 2.5]]    Ians = 1.8573338865399156
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [0.0, 1.25], [2.5, 3.75]]    Ians = 1.3892668590096324
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [0.0, 1.25], [3.75, 5.0]]    Ians = 1.0881589903400024
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [2.5, 3.75]]    Ians = 2.8787312670601803
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [1.25, 2.5], [3.75, 5.0]]    Ians = 2.5484121491467806
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [0.0, 1.25]]    Ians = 0.9505343726087322
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [1.25, 2.5]]    Ians = 1.211194432711445
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [2.5, 3.75]]    Ians = 2.5348307592811623
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [2.5, 3.75], [3.75, 5.0]]    Ians = 2.9893945864716582
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [3.75, 5.0], [2.5, 3.75]]    Ians = 1.902427606534936
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [1.25, 2.5], [3.75, 5.0], [3.75, 5.0]]    Ians = 2.869512961604591
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [0.0, 1.25]]    Ians = 1.2662392217440712
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [0.0, 1.25], [1.25, 2.5]]    Ians = 1.400755703993602
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [1.25, 2.5], [0.0, 1.25]]    Ians = 1.0276211027887552
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [1.25, 2.5], [1.25, 2.5]]    Ians = 2.511332612437679
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [1.25, 2.5], [2.5, 3.75]]    Ians = 2.2007949227078774
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [1.25, 2.5], [3.75, 5.0]]    Ians = 1.34022988921112
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 3.75], [0.0, 1.25]]    Ians = 0.9974628219374638
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 3.75], [1.25, 2.5]]    Ians = 1.8368194190580742
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [0.0, 1.25]]    Ians = 0.978730439094431
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [1.25, 2.5]]    Ians = 1.345743891715414
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 3.75], [2.5, 3.75]]    Ians = 2.9606281305386752
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [2.5, 3.75], [3.75, 5.0]]    Ians = 2.7276576085327946
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [2.5, 3.75]]    Ians = 2.8132368154766962
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [12.5, 25.0], [175.0, 200.0], [2.5, 3.75], [3.75, 5.0], [3.75, 5.0]]    Ians = 2.9914250361021475
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [0.0, 1.25]]    Ians = 1.3115654704555135
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [1.25, 2.5]]    Ians = 1.6570210865735235
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [0.0, 1.25]]    Ians = 1.0130556466885177
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [1.25, 2.5], [1.25, 2.5]]    Ians = 2.4215150240649765
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [2.5, 3.75]]    Ians = 1.1188096390305264
[[0.125, 0.25], [100.0, 112.5], [75.0, 87.5], [25.0, 37.5], [150.0, 175.0], [1.25, 2.5], [0.0, 1.25], [3.75, 5.0]]    Ians = 1.008722397591076
